status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,new_reaction_count,postive_reactions,negative_reactions,interesting
761,3,3881,75,3,0,74,0,1,0,0,0,1,75,0,0.04
762,1,3880,131,0,0,131,0,0,0,0,0,0,131,0,0.0
763,3,3885,74,10,0,74,0,0,0,0,0,0,74,0,0.13513513513513514
764,1,3884,67,11,0,67,0,0,0,0,0,0,67,0,0.16417910447761194
765,2,3883,35,2,0,35,0,0,0,0,0,0,35,0,0.05714285714285714
766,1,3882,217,1,0,215,2,0,0,0,0,2,217,0,0.004608294930875576
767,1,3838,398,3,0,395,3,0,0,0,0,3,398,0,0.007537688442211055
768,1,3837,99,14,1,99,0,0,0,0,0,0,99,0,0.15151515151515152
769,1,3842,138,1,0,136,1,1,0,0,0,2,138,0,0.007246376811594203
770,1,3841,134,0,1,133,0,1,0,0,0,1,134,0,0.007462686567164179
771,1,3840,267,9,0,263,0,3,1,0,0,4,266,1,0.033707865168539325
772,3,3839,87,17,0,81,6,0,0,0,0,6,87,0,0.19540229885057472
773,1,3836,409,6,0,404,4,1,0,0,0,5,409,0,0.014669926650366748
774,1,3835,263,5,0,260,3,0,0,0,0,3,263,0,0.019011406844106463
775,1,3823,210,2,0,209,1,0,0,0,0,1,210,0,0.009523809523809525
776,1,3822,104,14,0,103,1,0,0,0,0,1,104,0,0.1346153846153846
777,3,3824,158,48,0,152,5,1,0,0,0,6,158,0,0.3037974683544304
778,1,3821,286,2,0,285,1,0,0,0,0,1,286,0,0.006993006993006993
779,1,3802,179,1,0,177,2,0,0,0,0,2,179,0,0.00558659217877095
780,1,3801,190,1,0,187,2,1,0,0,0,3,190,0,0.005263157894736842
781,1,3804,163,1,0,161,1,1,0,0,0,2,163,0,0.006134969325153374
782,1,3803,424,7,0,421,3,0,0,0,0,3,424,0,0.01650943396226415
783,1,3800,181,3,0,180,1,0,0,0,0,1,181,0,0.016574585635359115
784,1,3793,139,2,0,138,0,1,0,0,0,1,139,0,0.014388489208633094
785,1,3784,775,18,0,762,5,8,0,0,0,13,775,0,0.023225806451612905
786,1,3783,368,2,0,364,1,3,0,0,0,4,368,0,0.005434782608695652
787,3,3781,105,12,0,103,1,1,0,0,0,2,105,0,0.11428571428571428
788,1,3786,218,2,0,217,1,0,0,0,0,1,218,0,0.009174311926605505
789,3,3785,89,9,0,88,1,0,0,0,0,1,89,0,0.10112359550561797
790,1,3782,326,10,0,325,1,0,0,0,0,1,326,0,0.03067484662576687
791,3,3774,106,3,0,104,0,2,0,0,0,2,106,0,0.02830188679245283
792,3,3773,125,5,0,122,3,0,0,0,0,3,125,0,0.04
793,3,3775,123,16,0,118,4,0,1,0,0,5,122,1,0.13008130081300814
794,1,3770,70,21,1,70,0,0,0,0,0,0,70,0,0.3142857142857143
795,1,3753,58,0,0,58,0,0,0,0,0,0,58,0,0.0
796,1,3757,61,16,0,60,0,1,0,0,0,1,61,0,0.26229508196721313
797,1,3756,66,14,1,65,1,0,0,0,0,1,66,0,0.22727272727272727
798,1,3756,81,14,1,80,0,1,0,0,0,1,81,0,0.18518518518518517
799,3,3755,39,5,1,39,0,0,0,0,0,0,39,0,0.15384615384615385
800,1,3754,167,0,0,165,1,1,0,0,0,2,167,0,0.0
801,3,3752,78,13,0,78,0,0,0,0,0,0,78,0,0.16666666666666666
802,1,3737,140,13,0,137,1,2,0,0,0,3,140,0,0.09285714285714286
803,1,3736,243,4,0,243,0,0,0,0,0,0,243,0,0.01646090534979424
804,1,3710,199,3,0,197,0,2,0,0,0,2,199,0,0.01507537688442211
805,1,3713,354,15,0,349,4,1,0,0,0,5,354,0,0.0423728813559322
806,3,3712,171,78,3,167,4,0,0,0,0,4,171,0,0.47368421052631576
807,2,3712,55,4,0,54,1,0,0,0,0,1,55,0,0.07272727272727272
808,3,3711,136,44,1,131,3,1,1,0,0,5,135,1,0.33088235294117646
809,1,4282,51,8,0,51,0,0,0,0,0,0,51,0,0.1568627450980392
810,3,4281,103,25,0,103,0,0,0,0,0,0,103,0,0.24271844660194175
811,1,4280,619,15,0,615,4,0,0,0,0,4,619,0,0.024232633279483037
812,1,4279,231,30,5,227,1,3,0,0,0,4,231,0,0.15151515151515152
813,1,4278,86,14,1,85,1,0,0,0,0,1,86,0,0.1744186046511628
814,1,4277,63,9,0,63,0,0,0,0,0,0,63,0,0.14285714285714285
815,3,4276,165,89,1,162,2,1,0,0,0,3,165,0,0.5454545454545454
816,1,4244,200,18,1,197,1,2,0,0,0,3,200,0,0.095
817,1,4243,180,15,1,178,1,1,0,0,0,2,180,0,0.08888888888888889
818,3,4223,214,152,0,210,4,0,0,0,0,4,214,0,0.7102803738317757
819,3,4222,157,124,1,157,0,0,0,0,0,0,157,0,0.7961783439490446
820,0,4221,44,1,0,44,0,0,0,0,0,0,44,0,0.022727272727272728
821,1,4220,208,6,0,208,0,0,0,0,0,0,208,0,0.028846153846153848
822,1,4195,145,2,0,145,0,0,0,0,0,0,145,0,0.013793103448275862
823,3,4167,177,134,0,176,1,0,0,0,0,1,177,0,0.7570621468926554
824,1,4168,250,11,0,246,4,0,0,0,0,4,250,0,0.044
825,3,4147,97,29,0,97,0,0,0,0,0,0,97,0,0.29896907216494845
826,3,4146,112,45,0,109,3,0,0,0,0,3,112,0,0.4017857142857143
827,3,4148,170,108,0,168,2,0,0,0,0,2,170,0,0.6352941176470588
828,2,4145,148,7,0,147,0,0,1,0,0,1,147,1,0.0472972972972973
829,1,4111,360,10,0,356,4,0,0,0,0,4,360,0,0.027777777777777776
830,1,4113,280,9,0,279,0,1,0,0,0,1,280,0,0.03214285714285714
831,3,4112,111,45,0,110,1,0,0,0,0,1,111,0,0.40540540540540543
832,3,3865,188,242,6,187,1,0,0,0,0,1,188,0,1.3191489361702127
833,3,3864,121,43,0,121,0,0,0,0,0,0,121,0,0.35537190082644626
834,0,3863,43,4,1,43,0,0,0,0,0,0,43,0,0.11627906976744186
835,1,3687,111,15,0,108,2,1,0,0,0,3,111,0,0.13513513513513514
836,3,3686,111,4,0,110,1,0,0,0,0,1,111,0,0.036036036036036036
837,3,3685,119,31,2,119,0,0,0,0,0,0,119,0,0.2773109243697479
838,1,3538,358,10,3,354,0,4,0,0,0,4,358,0,0.036312849162011177
839,3,3539,187,25,0,186,1,0,0,0,0,1,187,0,0.13368983957219252
840,3,3537,180,84,4,171,8,1,0,0,0,9,180,0,0.4888888888888889
841,3,3522,227,173,1,223,2,1,1,0,0,4,226,1,0.7665198237885462
842,3,3492,146,19,0,146,0,0,0,0,0,0,146,0,0.13013698630136986
843,3,3491,105,10,0,105,0,0,0,0,0,0,105,0,0.09523809523809523
844,3,3490,131,39,1,130,1,0,0,0,0,1,131,0,0.3053435114503817
845,1,3489,325,13,1,322,3,0,0,0,0,3,325,0,0.043076923076923075
846,3,3488,113,2,1,113,0,0,0,0,0,0,113,0,0.02654867256637168
847,3,3487,102,13,1,102,0,0,0,0,0,0,102,0,0.13725490196078433
848,1,3470,441,10,0,431,3,7,0,0,0,10,441,0,0.022675736961451247
849,1,3469,260,6,0,260,0,0,0,0,0,0,260,0,0.023076923076923078
850,1,3422,31,14,0,31,0,0,0,0,0,0,31,0,0.45161290322580644
851,3,3396,70,10,2,68,0,2,0,0,0,2,70,0,0.17142857142857143
852,1,3376,147,1,0,147,0,0,0,0,0,0,147,0,0.006802721088435374
853,3,3353,177,145,3,176,0,1,0,0,0,1,177,0,0.8361581920903954
854,3,3352,112,18,0,112,0,0,0,0,0,0,112,0,0.16071428571428573
855,3,3356,117,18,1,116,1,0,0,0,0,1,117,0,0.1623931623931624
856,2,3355,118,6,0,118,0,0,0,0,0,0,118,0,0.05084745762711865
857,2,3354,118,3,0,118,0,0,0,0,0,0,118,0,0.025423728813559324
858,2,3238,162,10,0,161,0,0,1,0,0,1,161,1,0.06172839506172839
859,1,3221,318,2,0,312,3,3,0,0,0,6,318,0,0.006289308176100629
860,1,3223,59,14,0,58,1,0,0,0,0,1,59,0,0.23728813559322035
861,1,3222,54,0,0,52,1,0,1,0,0,2,53,1,0.0
862,3,3203,238,41,3,234,3,1,0,0,0,4,238,0,0.18487394957983194
863,3,3204,350,389,6,342,7,1,0,0,0,8,350,0,1.1285714285714286
864,2,3202,111,11,0,111,0,0,0,0,0,0,111,0,0.0990990990990991
865,2,3173,207,4,0,203,3,0,1,0,0,4,206,1,0.01932367149758454
866,2,3180,140,23,0,138,0,2,0,0,0,2,140,0,0.16428571428571428
867,2,3179,103,8,0,103,0,0,0,0,0,0,103,0,0.07766990291262135
868,3,3178,323,407,8,307,12,4,0,0,0,16,323,0,1.284829721362229
869,3,3177,487,93,13,472,9,5,1,0,0,15,486,1,0.21765913757700206
870,2,3176,180,16,0,180,0,0,0,0,0,0,180,0,0.08888888888888889
871,1,3175,156,0,0,155,1,0,0,0,0,1,156,0,0.0
872,1,3174,118,13,0,117,1,0,0,0,0,1,118,0,0.11016949152542373
873,2,3159,227,18,0,223,2,1,1,0,0,4,226,1,0.07929515418502203
874,1,3158,26,2,0,26,0,0,0,0,0,0,26,0,0.07692307692307693
875,1,3141,120,0,0,119,0,1,0,0,0,1,120,0,0.0
876,0,3117,59,6,5,59,0,0,0,0,0,0,59,0,0.1864406779661017
877,1,3118,90,13,1,90,0,0,0,0,0,0,90,0,0.15555555555555556
878,3,3116,22,2,1,22,0,0,0,0,0,0,22,0,0.13636363636363635
879,1,3115,73,5,0,72,0,1,0,0,0,1,73,0,0.0684931506849315
880,1,3095,183,15,0,182,1,0,0,0,0,1,183,0,0.08196721311475409
881,1,3094,67,14,0,66,0,1,0,0,0,1,67,0,0.208955223880597
882,3,3647,45,1,0,45,0,0,0,0,0,0,45,0,0.022222222222222223
883,1,3646,110,3,0,110,0,0,0,0,0,0,110,0,0.02727272727272727
884,2,3651,120,4,0,117,1,0,2,0,0,3,118,2,0.03333333333333333
885,2,3650,87,1,4,83,2,2,0,0,0,4,87,0,0.05747126436781609
886,1,3649,139,4,0,138,0,1,0,0,0,1,139,0,0.02877697841726619
887,2,3648,104,0,3,102,1,1,0,0,0,2,104,0,0.028846153846153848
888,1,3645,60,1,0,59,0,1,0,0,0,1,60,0,0.016666666666666666
889,1,3604,214,6,0,211,3,0,0,0,0,3,214,0,0.028037383177570093
890,1,3603,160,1,0,158,2,0,0,0,0,2,160,0,0.00625
891,1,3574,322,8,0,320,2,0,0,0,0,2,322,0,0.024844720496894408
892,1,3573,348,3,2,345,2,1,0,0,0,3,348,0,0.014367816091954023
893,1,3557,292,10,1,285,5,2,0,0,0,7,292,0,0.03767123287671233
894,0,3559,51,0,0,51,0,0,0,0,0,0,51,0,0.0
895,1,3558,251,20,4,248,2,1,0,0,0,3,251,0,0.09561752988047809
896,2,3507,67,5,0,66,1,0,0,0,0,1,67,0,0.07462686567164178
897,2,3510,43,8,0,42,1,0,0,0,0,1,43,0,0.18604651162790697
898,2,3509,58,10,0,58,0,0,0,0,0,0,58,0,0.1724137931034483
899,3,3508,37,1,0,37,0,0,0,0,0,0,37,0,0.02702702702702703
900,3,3043,40,2,4,39,1,0,0,0,0,1,40,0,0.15
901,2,3042,56,9,1,56,0,0,0,0,0,0,56,0,0.17857142857142858
902,0,3041,59,3,0,58,0,1,0,0,0,1,59,0,0.05084745762711865
903,1,2922,147,2,17,144,2,1,0,0,0,3,147,0,0.1292517006802721
904,1,2909,231,5,1,220,7,4,0,0,0,11,231,0,0.025974025974025976
905,3,2908,71,6,2,71,0,0,0,0,0,0,71,0,0.11267605633802817
906,3,2883,48,1,0,45,2,1,0,0,0,3,48,0,0.020833333333333332
907,1,2885,261,4,0,248,6,6,1,0,0,13,260,1,0.01532567049808429
908,1,2884,225,0,20,222,3,0,0,0,0,3,225,0,0.08888888888888889
909,1,2862,148,16,0,140,3,4,1,0,0,8,147,1,0.10810810810810811
910,3,2843,68,3,3,63,3,0,2,0,0,5,66,2,0.08823529411764706
911,1,2842,543,22,0,501,29,11,2,0,0,42,541,2,0.040515653775322284
912,3,2844,74,9,6,74,0,0,0,0,0,0,74,0,0.20270270270270271
913,1,2824,249,10,1,249,0,0,0,0,0,0,249,0,0.04417670682730924
914,1,2823,629,7,0,625,2,1,1,0,0,4,628,1,0.011128775834658187
915,3,2822,57,9,3,57,0,0,0,0,0,0,57,0,0.21052631578947367
916,1,2805,279,18,2,279,0,0,0,0,0,0,279,0,0.07168458781362007
917,2,2754,68,13,1,68,0,0,0,0,0,0,68,0,0.20588235294117646
918,2,2704,106,19,0,106,0,0,0,0,0,0,106,0,0.1792452830188679
919,2,2705,73,19,2,73,0,0,0,0,0,0,73,0,0.2876712328767123
920,2,2670,68,14,0,68,0,0,0,0,0,0,68,0,0.20588235294117646
921,1,2626,12,5,0,12,0,0,0,0,0,0,12,0,0.4166666666666667
922,1,2626,10,4,0,10,0,0,0,0,0,0,10,0,0.4
923,3,2606,35,0,0,35,0,0,0,0,0,0,35,0,0.0
924,0,2605,40,1,0,40,0,0,0,0,0,0,40,0,0.025
925,3,2584,44,9,4,44,0,0,0,0,0,0,44,0,0.29545454545454547
926,0,2583,6,0,0,6,0,0,0,0,0,0,6,0,0.0
927,1,2585,80,4,0,80,0,0,0,0,0,0,80,0,0.05
928,1,2585,83,8,0,83,0,0,0,0,0,0,83,0,0.0963855421686747
929,1,2582,66,2,1,66,0,0,0,0,0,0,66,0,0.045454545454545456
930,1,3026,421,3,0,421,0,0,0,0,0,0,421,0,0.007125890736342043
931,1,3006,246,5,1,246,0,0,0,0,0,0,246,0,0.024390243902439025
932,1,2986,151,0,0,151,0,0,0,0,0,0,151,0,0.0
933,1,2988,304,6,0,304,0,0,0,0,0,0,304,0,0.019736842105263157
934,1,2987,263,19,2,263,0,0,0,0,0,0,263,0,0.07984790874524715
935,1,2946,216,16,2,216,0,0,0,0,0,0,216,0,0.08333333333333333
936,2,2731,42,9,0,42,0,0,0,0,0,0,42,0,0.21428571428571427
937,1,2730,289,11,0,289,0,0,0,0,0,0,289,0,0.03806228373702422
938,1,2537,330,8,0,330,0,0,0,0,0,0,330,0,0.024242424242424242
939,1,2536,320,2,0,320,0,0,0,0,0,0,320,0,0.00625
940,1,2535,355,9,0,355,0,0,0,0,0,0,355,0,0.02535211267605634
941,1,445,242,4,0,242,0,0,0,0,0,0,242,0,0.01652892561983471
942,1,447,471,13,0,471,0,0,0,0,0,0,471,0,0.027600849256900213
943,1,446,320,7,0,320,0,0,0,0,0,0,320,0,0.021875
944,1,421,486,2,0,486,0,0,0,0,0,0,486,0,0.00411522633744856
945,1,420,353,6,0,353,0,0,0,0,0,0,353,0,0.0169971671388102
946,1,419,469,10,0,469,0,0,0,0,0,0,469,0,0.021321961620469083
947,1,418,271,37,1,271,0,0,0,0,0,0,271,0,0.14022140221402213
948,1,417,228,3,0,228,0,0,0,0,0,0,228,0,0.013157894736842105
949,1,372,495,11,0,495,0,0,0,0,0,0,495,0,0.022222222222222223
950,1,371,381,5,0,381,0,0,0,0,0,0,381,0,0.013123359580052493
951,1,349,480,10,0,480,0,0,0,0,0,0,480,0,0.020833333333333332
952,1,320,140,6,0,140,0,0,0,0,0,0,140,0,0.04285714285714286
953,1,299,443,11,0,443,0,0,0,0,0,0,443,0,0.024830699774266364
954,1,282,182,1,16,182,0,0,0,0,0,0,182,0,0.09340659340659341
955,1,261,121,0,1,121,0,0,0,0,0,0,121,0,0.008264462809917356
956,1,244,49,9,0,49,0,0,0,0,0,0,49,0,0.1836734693877551
957,2,210,227,0,0,227,0,0,0,0,0,0,227,0,0.0
958,1,155,230,6,0,230,0,0,0,0,0,0,230,0,0.02608695652173913
959,1,142,192,26,2,192,0,0,0,0,0,0,192,0,0.14583333333333334
960,1,123,417,11,0,417,0,0,0,0,0,0,417,0,0.026378896882494004
961,1,122,552,8,0,552,0,0,0,0,0,0,552,0,0.014492753623188406
962,2,121,111,12,0,111,0,0,0,0,0,0,111,0,0.10810810810810811
963,1,86,130,19,1,130,0,0,0,0,0,0,130,0,0.15384615384615385
964,1,39,100,11,0,100,0,0,0,0,0,0,100,0,0.11
965,3,41,50,11,0,50,0,0,0,0,0,0,50,0,0.22
966,1,40,385,16,191,385,0,0,0,0,0,0,385,0,0.5376623376623376
967,1,14,108,16,2,108,0,0,0,0,0,0,108,0,0.16666666666666666
968,1,531,368,12,0,368,0,0,0,0,0,0,368,0,0.03260869565217391
969,1,473,307,18,0,307,0,0,0,0,0,0,307,0,0.05863192182410423
970,1,472,176,4,1,176,0,0,0,0,0,0,176,0,0.028409090909090908
971,1,471,246,13,1,246,0,0,0,0,0,0,246,0,0.056910569105691054
972,1,470,152,30,0,152,0,0,0,0,0,0,152,0,0.19736842105263158
973,1,395,286,5,0,286,0,0,0,0,0,0,286,0,0.017482517482517484
974,2,394,108,8,0,108,0,0,0,0,0,0,108,0,0.07407407407407407
975,1,393,25,8,0,25,0,0,0,0,0,0,25,0,0.32
976,1,393,21,2,0,21,0,0,0,0,0,0,21,0,0.09523809523809523
977,1,2373,318,7,1,318,0,0,0,0,0,0,318,0,0.025157232704402517
978,1,2307,370,16,1,370,0,0,0,0,0,0,370,0,0.04594594594594595
979,1,2287,58,3,0,58,0,0,0,0,0,0,58,0,0.05172413793103448
980,1,2286,45,0,0,45,0,0,0,0,0,0,45,0,0.0
981,1,2285,69,0,0,69,0,0,0,0,0,0,69,0,0.0
982,1,2284,135,2,0,135,0,0,0,0,0,0,135,0,0.014814814814814815
983,1,2196,212,11,3,212,0,0,0,0,0,0,212,0,0.0660377358490566
984,1,2163,184,3,1,184,0,0,0,0,0,0,184,0,0.021739130434782608
985,1,2162,103,0,0,103,0,0,0,0,0,0,103,0,0.0
986,1,2110,302,9,0,302,0,0,0,0,0,0,302,0,0.029801324503311258
987,1,2111,246,9,2,246,0,0,0,0,0,0,246,0,0.044715447154471545
988,1,2071,117,0,0,117,0,0,0,0,0,0,117,0,0.0
989,1,2070,52,12,0,52,0,0,0,0,0,0,52,0,0.23076923076923078
990,1,2069,317,8,0,317,0,0,0,0,0,0,317,0,0.025236593059936908
991,1,2037,189,13,1,189,0,0,0,0,0,0,189,0,0.07407407407407407
992,1,2036,192,19,0,192,0,0,0,0,0,0,192,0,0.09895833333333333
993,1,1977,96,8,0,96,0,0,0,0,0,0,96,0,0.08333333333333333
994,1,1953,112,11,0,112,0,0,0,0,0,0,112,0,0.09821428571428571
995,1,1952,124,12,0,124,0,0,0,0,0,0,124,0,0.0967741935483871
996,1,1925,155,5,0,155,0,0,0,0,0,0,155,0,0.03225806451612903
997,1,1901,167,16,0,167,0,0,0,0,0,0,167,0,0.09580838323353294
998,1,1900,157,13,0,157,0,0,0,0,0,0,157,0,0.08280254777070063
999,2,1872,101,7,0,101,0,0,0,0,0,0,101,0,0.06930693069306931
1000,1,1846,230,20,0,230,0,0,0,0,0,0,230,0,0.08695652173913043
1001,1,2503,136,5,1,136,0,0,0,0,0,0,136,0,0.04411764705882353
1002,1,2502,131,0,0,131,0,0,0,0,0,0,131,0,0.0
1003,2,2456,128,18,0,128,0,0,0,0,0,0,128,0,0.140625
1004,1,2402,129,13,0,129,0,0,0,0,0,0,129,0,0.10077519379844961
1005,2,2004,376,18,16,376,0,0,0,0,0,0,376,0,0.09042553191489362
1006,2,2003,68,9,1,68,0,0,0,0,0,0,68,0,0.14705882352941177
1007,2,1593,142,2,2,142,0,0,0,0,0,0,142,0,0.028169014084507043
1008,2,1440,106,12,2,106,0,0,0,0,0,0,106,0,0.1320754716981132
1009,1,1410,88,3,0,88,0,0,0,0,0,0,88,0,0.03409090909090909
1010,2,1391,49,9,0,49,0,0,0,0,0,0,49,0,0.1836734693877551
1011,2,1363,1052,12,7,1052,0,0,0,0,0,0,1052,0,0.01806083650190114
1012,1,1362,948,7,0,948,0,0,0,0,0,0,948,0,0.007383966244725738
1013,1,1278,1552,23,0,1552,0,0,0,0,0,0,1552,0,0.014819587628865979
1014,1,1277,1580,14,1,1580,0,0,0,0,0,0,1580,0,0.00949367088607595
1015,2,1190,1241,6,0,1241,0,0,0,0,0,0,1241,0,0.004834810636583401
1016,2,1191,1054,9,0,1054,0,0,0,0,0,0,1054,0,0.008538899430740038
1017,2,1164,954,10,0,954,0,0,0,0,0,0,954,0,0.010482180293501049
1018,2,1091,1014,14,2,1014,0,0,0,0,0,0,1014,0,0.015779092702169626
1019,2,1093,1768,0,1,1768,0,0,0,0,0,0,1768,0,0.0005656108597285068
1020,2,1092,951,13,1,951,0,0,0,0,0,0,951,0,0.014721345951629864
1021,2,1079,1223,34,0,1223,0,0,0,0,0,0,1223,0,0.027800490596892886
1022,2,1697,987,13,1,987,0,0,0,0,0,0,987,0,0.014184397163120567
1023,2,1696,2799,67,2,2799,0,0,0,0,0,0,2799,0,0.02465166130760986
1024,1,1662,102,1,0,102,0,0,0,0,0,0,102,0,0.00980392156862745
1025,1,1661,160,3,0,160,0,0,0,0,0,0,160,0,0.01875
1026,1,1660,1575,15,3,1575,0,0,0,0,0,0,1575,0,0.011428571428571429
1027,2,1638,945,9,2,945,0,0,0,0,0,0,945,0,0.01164021164021164
1028,1,1624,1194,14,0,1194,0,0,0,0,0,0,1194,0,0.011725293132328308
1029,2,1623,1339,9,1,1339,0,0,0,0,0,0,1339,0,0.0074682598954443615
1030,2,1585,963,6,0,963,0,0,0,0,0,0,963,0,0.006230529595015576
1031,1,1322,1145,25,0,1145,0,0,0,0,0,0,1145,0,0.021834061135371178
1032,2,1323,950,8,3,950,0,0,0,0,0,0,950,0,0.011578947368421053
1033,1,1069,2024,23,1,2024,0,0,0,0,0,0,2024,0,0.011857707509881422
1034,2,1072,950,13,0,950,0,0,0,0,0,0,950,0,0.01368421052631579
1035,1,1071,951,10,0,951,0,0,0,0,0,0,951,0,0.010515247108307046
1036,2,1070,974,10,0,974,0,0,0,0,0,0,974,0,0.01026694045174538
1037,1,973,1139,57,0,1139,0,0,0,0,0,0,1139,0,0.05004389815627744
1038,2,972,1061,5,0,1061,0,0,0,0,0,0,1061,0,0.00471253534401508
1039,2,974,1018,10,0,1018,0,0,0,0,0,0,1018,0,0.009823182711198428
1040,2,957,991,10,1,991,0,0,0,0,0,0,991,0,0.011099899091826439
1041,1,956,952,4,0,952,0,0,0,0,0,0,952,0,0.004201680672268907
1042,1,955,1999,22,0,1999,0,0,0,0,0,0,1999,0,0.011005502751375688
1043,2,954,1251,17,1,1251,0,0,0,0,0,0,1251,0,0.014388489208633094
1044,2,929,968,9,0,968,0,0,0,0,0,0,968,0,0.009297520661157025
1045,2,916,1338,6,1,1338,0,0,0,0,0,0,1338,0,0.00523168908819133
1046,1,921,948,5,0,948,0,0,0,0,0,0,948,0,0.005274261603375527
1047,1,920,1,0,0,1,0,0,0,0,0,0,1,0,0.0
1048,1,919,1914,0,2,1914,0,0,0,0,0,0,1914,0,0.0010449320794148381
1049,2,918,1377,5,0,1377,0,0,0,0,0,0,1377,0,0.0036310820624546117
1050,2,917,1244,13,1,1244,0,0,0,0,0,0,1244,0,0.011254019292604502
1051,2,904,948,3,0,948,0,0,0,0,0,0,948,0,0.0031645569620253164
1052,2,907,1229,5,0,1229,0,0,0,0,0,0,1229,0,0.0040683482506102524
1053,2,906,1363,12,0,1363,0,0,0,0,0,0,1363,0,0.00880410858400587
1054,2,905,956,6,0,956,0,0,0,0,0,0,956,0,0.006276150627615063
1055,1,894,1080,28,0,1080,0,0,0,0,0,0,1080,0,0.025925925925925925
1056,2,875,994,9,0,994,0,0,0,0,0,0,994,0,0.009054325955734407
1057,2,863,1419,7,0,1419,0,0,0,0,0,0,1419,0,0.004933051444679351
1058,1,868,954,6,1,954,0,0,0,0,0,0,954,0,0.007337526205450734
1059,2,867,550,1,0,550,0,0,0,0,0,0,550,0,0.0018181818181818182
1060,2,866,549,6,0,549,0,0,0,0,0,0,549,0,0.01092896174863388
1061,1,865,1143,154,64,1143,0,0,0,0,0,0,1143,0,0.19072615923009623
1062,2,864,1356,10,1,1356,0,0,0,0,0,0,1356,0,0.008112094395280236
1063,1,842,1774,2,0,1774,0,0,0,0,0,0,1774,0,0.0011273957158962795
1064,2,810,1230,49,0,1230,0,0,0,0,0,0,1230,0,0.03983739837398374
1065,1,809,1451,14,4,1451,0,0,0,0,0,0,1451,0,0.012405237767057202
1066,1,811,1784,3,0,1784,0,0,0,0,0,0,1784,0,0.0016816143497757848
1067,2,808,1983,8,1,1983,0,0,0,0,0,0,1983,0,0.0045385779122541605
1068,1,790,2632,11,0,2632,0,0,0,0,0,0,2632,0,0.004179331306990881
1069,1,763,2166,8,0,2166,0,0,0,0,0,0,2166,0,0.003693444136657433
1070,2,692,1218,12,1,1218,0,0,0,0,0,0,1218,0,0.010673234811165846
1071,1,691,1724,129,105,1724,0,0,0,0,0,0,1724,0,0.1357308584686775
1072,1,623,2773,8,1,2773,0,0,0,0,0,0,2773,0,0.0032455824017309774
1073,2,622,1259,211,78,1259,0,0,0,0,0,0,1259,0,0.22954725972994441
1074,2,621,1270,9,0,1270,0,0,0,0,0,0,1270,0,0.007086614173228346
1075,1,594,1921,8,0,1921,0,0,0,0,0,0,1921,0,0.004164497657470068
1076,2,1049,1164,222,72,1164,0,0,0,0,0,0,1164,0,0.25257731958762886
1077,1,1048,1029,11,1,1029,0,0,0,0,0,0,1029,0,0.011661807580174927
1078,3,1032,1197,12,5,1197,0,0,0,0,0,0,1197,0,0.014202172096908938
1079,3,1031,951,6,1,951,0,0,0,0,0,0,951,0,0.007360672975814932
1080,3,1030,121,14,11,121,0,0,0,0,0,0,121,0,0.2066115702479339
1081,2,1019,169,10,0,169,0,0,0,0,0,0,169,0,0.05917159763313609
1082,3,1018,2186,14,11,2186,0,0,0,0,0,0,2186,0,0.011436413540713633
1083,3,1017,1910,7,0,1910,0,0,0,0,0,0,1910,0,0.0036649214659685864
1084,1,994,1069,20,3,1069,0,0,0,0,0,0,1069,0,0.021515434985968196
1085,2,778,2177,18,0,2177,0,0,0,0,0,0,2177,0,0.008268259072117593
1086,1,6759,1825,13,0,1825,0,0,0,0,0,0,1825,0,0.007123287671232876
1087,1,6758,1880,1,0,1880,0,0,0,0,0,0,1880,0,0.0005319148936170213
1088,1,6757,1265,10,0,1265,0,0,0,0,0,0,1265,0,0.007905138339920948
1089,2,6712,2297,260,72,2297,0,0,0,0,0,0,2297,0,0.14453635176316934
1090,1,6689,1700,290,87,1700,0,0,0,0,0,0,1700,0,0.22176470588235295
1091,1,6688,976,2,0,976,0,0,0,0,0,0,976,0,0.0020491803278688526
1092,1,6675,1077,21,3,1077,0,0,0,0,0,0,1077,0,0.022284122562674095
1093,2,6623,1346,330,72,1346,0,0,0,0,0,0,1346,0,0.2986627043090639
1094,1,6622,1188,14,1,1188,0,0,0,0,0,0,1188,0,0.012626262626262626
1095,2,6621,1081,15,2,1081,0,0,0,0,0,0,1081,0,0.01572617946345976
1096,1,6554,1898,28,3,1898,0,0,0,0,0,0,1898,0,0.016332982086406742
1097,3,6534,1916,15,19,1916,0,0,0,0,0,0,1916,0,0.017745302713987474
1098,3,6523,1092,17,23,1092,0,0,0,0,0,0,1092,0,0.03663003663003663
1099,1,6512,1566,31,2,1566,0,0,0,0,0,0,1566,0,0.0210727969348659
1100,2,6511,992,7,0,992,0,0,0,0,0,0,992,0,0.007056451612903226
1101,2,6510,1172,199,62,1172,0,0,0,0,0,0,1172,0,0.2226962457337884
1102,3,6509,1646,12,14,1646,0,0,0,0,0,0,1646,0,0.015795868772782502
1103,1,6496,1966,23,2,1966,0,0,0,0,0,0,1966,0,0.01271617497456765
1104,3,6495,2020,12,26,2020,0,0,0,0,0,0,2020,0,0.01881188118811881
1105,1,6473,2055,29,2,2055,0,0,0,0,0,0,2055,0,0.01508515815085158
