,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,cluster,varX,varY,varZ
2070,photo,13,8,0,13,0,0,0,0,0,1,2,-0.5018707640560244,-0.18908408053551282,0.36639874016806395
2071,photo,32,2,0,32,0,0,0,0,0,1,2,-0.49149494587907566,-0.1477569476301092,0.35822736598514543
2072,photo,42,8,0,42,0,0,0,0,0,1,2,-0.4841432051140211,-0.12775382461821053,0.35059917859035405
2073,photo,26,5,0,26,0,0,0,0,0,1,2,-0.49454332199179096,-0.1610185866445159,0.36040620943791557
2074,photo,67,25,0,67,0,0,0,0,0,1,2,-0.46535092339947054,-0.07812776412096913,0.33080202253243474
2075,photo,23,4,0,23,0,0,0,0,0,1,2,-0.4965836723005416,-0.16717222236108759,0.3624039906279766
2076,photo,33,4,0,33,0,0,0,0,0,1,2,-0.4904707209412302,-0.14602385825167305,0.35695586594600776
2077,photo,25,3,0,25,0,0,0,0,0,1,2,-0.49556754692963656,-0.16275167602295204,0.3616777094770533
2078,photo,22,4,0,22,0,0,0,0,0,1,2,-0.4971949674364727,-0.16928705877202913,0.36294880309617367
2079,photo,26,0,0,26,0,0,0,0,0,1,2,-0.49557564649657665,-0.16006421906325266,0.3622229283652677
2080,photo,38,10,0,38,0,0,0,0,0,1,2,-0.4861754558558313,-0.1365949172944816,0.35205174089220076
2081,photo,50,19,0,50,0,0,0,0,0,1,2,-0.47698173011604317,-0.11293474200945798,0.34224389720460424
2082,photo,29,1,0,29,0,0,0,0,0,1,2,-0.4935352961878262,-0.1539105833466809,0.3602251471752066
2083,photo,26,0,0,26,0,0,0,0,0,1,2,-0.49557564649657665,-0.16006421906325266,0.3622229283652677
2084,photo,25,1,0,25,0,0,0,0,0,1,2,-0.49598047673155093,-0.16236992899044672,0.36240439704799404
2085,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2086,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
2087,photo,28,4,0,28,0,0,0,0,0,1,2,-0.4935271966208859,-0.15659804030638028,0.3596799282869921
2088,photo,14,23,0,14,0,0,0,0,0,1,2,-0.4981624954057356,-0.18983234686836106,0.36040377091781084
2089,photo,20,2,0,20,0,0,0,0,0,1,2,-0.49883048751024944,-0.17313498456140672,0.3647651156035083
2090,photo,17,21,0,17,0,0,0,0,0,1,2,-0.49674153979985664,-0.1831060906030314,0.35949602108416095
2091,photo,34,0,0,34,0,0,0,0,0,1,2,-0.49068528540912776,-0.14314552777572095,0.35786442861969253
2092,photo,17,11,0,17,0,0,0,0,0,1,2,-0.4988061888094282,-0.18119735544050491,0.3631294589388651
2093,photo,40,6,0,40,0,0,0,0,0,1,2,-0.48577872518779786,-0.13160175040758812,0.35241549109768877
2094,photo,21,5,0,21,0,0,0,0,0,1,2,-0.4975997976714468,-0.17159276869922319,0.3631302717789
2095,photo,14,4,0,14,0,0,0,0,0,1,2,-0.502085328523922,-0.18620575005956075,0.3673073028417488
2096,photo,43,17,1,43,0,0,0,0,0,1,2,-0.47989559822745376,-0.128442996353231,0.3467392933191812
2097,photo,27,5,0,27,0,0,0,0,0,1,2,-0.4939320268558597,-0.15890375023357448,0.3598613969697187
2098,photo,35,22,0,35,0,0,0,0,0,1,2,-0.4855317624521389,-0.14522990872233785,0.3493260528711466
2099,photo,24,1,0,24,0,0,0,0,0,1,2,-0.4965917718674819,-0.16448476540138818,0.36294920951619103
2100,photo,30,4,0,30,0,0,0,0,0,1,2,-0.49230460634902357,-0.15236836748449745,0.35859030335059855
2101,photo,21,2,0,21,0,0,0,0,0,1,2,-0.49821919237431816,-0.17102014815046523,0.3642203031353113
2102,photo,41,7,0,41,0,0,0,0,0,1,2,-0.48496096515090953,-0.12967778751289932,0.3515073348440214
2103,photo,15,1,0,15,0,0,0,0,0,1,2,-0.5020934280908622,-0.18351829309986137,0.3678525217299631
2104,photo,27,6,0,27,0,0,0,0,0,1,2,-0.49372556195490275,-0.15909462374982705,0.35949805318424827
2105,photo,22,3,0,22,0,0,0,0,0,1,2,-0.4974014323374299,-0.1690961852557764,0.3633121468816439
2106,photo,36,13,0,36,0,0,0,0,0,1,2,-0.4867786514248222,-0.1413972106651225,0.35205133447218334
2107,photo,10,18,0,10,0,0,0,0,0,1,2,-0.5016400004542461,-0.19733732493086364,0.36439973971795037
2108,photo,24,5,0,24,0,0,0,0,0,1,2,-0.49576591226365335,-0.1652482594663988,0.3614958343743094
2109,photo,19,1,0,19,0,0,0,0,0,1,2,-0.4996482475471377,-0.17505894745609546,0.3656732718571754
2110,photo,63,25,0,63,0,0,0,0,0,1,2,-0.46779610394319515,-0.08658710976473497,0.33298127240522235
2111,photo,47,15,0,47,0,0,0,0,0,1,2,-0.4796414751276653,-0.11851575717727177,0.34533170975107674
2112,photo,57,11,0,57,0,0,0,0,0,1,2,-0.4743543833721825,-0.09660389900284655,0.34133696021098947
2113,photo,14,4,0,14,0,0,0,0,0,1,2,-0.502085328523922,-0.18620575005956075,0.3673073028417488
2114,photo,35,5,0,35,0,0,0,0,0,1,2,-0.4890416657684109,-0.14198505894604274,0.3555028972241435
2115,photo,12,0,2,12,0,0,0,0,0,1,2,-0.5005775231155694,-0.19184422181580932,0.36976034545253966
2116,photo,15,3,0,15,0,0,0,0,0,1,2,-0.5016804982889479,-0.18390004013236655,0.36712583415902217
2117,photo,31,15,0,31,0,0,0,0,0,1,2,-0.48942219730256353,-0.15235313975233508,0.3540487092422269
2118,photo,45,5,0,45,0,0,0,0,0,1,2,-0.48292871440909924,-0.12083669483662818,0.35005477254217454
2119,photo,35,24,0,35,0,0,0,0,0,1,2,-0.48511883265022454,-0.1456116557548431,0.3485993653002057
2120,photo,38,30,0,38,0,0,0,0,0,1,2,-0.482046157836688,-0.14041238761953467,0.34478486518279244
2121,photo,26,11,0,26,0,0,0,0,0,1,2,-0.49330453258604806,-0.16216382774203175,0.35822614672509306
2122,photo,35,11,0,35,0,0,0,0,0,1,2,-0.4878028763626677,-0.14313030004355864,0.3533228345113211
2123,photo,53,36,0,53,0,0,0,0,0,1,2,-0.47163794139197784,-0.10983508255292869,0.33443261544701663
2124,photo,26,0,0,26,0,0,0,0,0,1,2,-0.49557564649657665,-0.16006421906325266,0.3622229283652677
2125,photo,16,0,0,16,0,0,0,0,0,1,2,-0.5016885978558883,-0.18121258317266728,0.36767105304723663
2126,photo,28,7,0,28,0,0,0,0,0,1,2,-0.4929078019180143,-0.15717066085513823,0.35858989693058096
2127,photo,16,1,1,16,0,0,0,0,0,1,2,-0.4997040053129093,-0.182489603188608,0.367262730528024
2128,photo,26,16,0,26,0,0,0,0,0,1,2,-0.4922722080812622,-0.16311819532329505,0.35640942779774104
2129,photo,26,11,0,26,0,0,0,0,0,1,2,-0.49330453258604806,-0.16216382774203175,0.35822614672509306
2130,photo,27,14,0,27,0,0,0,0,0,1,2,-0.49207384274724525,-0.1606216118798483,0.3565913029004851
2131,photo,33,6,0,33,0,0,0,0,0,1,2,-0.49005779113931597,-0.1464056052841783,0.35622917837506685
2132,photo,27,8,0,27,0,0,0,0,0,1,2,-0.49331263215298843,-0.15947637078233237,0.35877136561330747
2133,photo,37,10,0,37,0,0,0,0,0,1,2,-0.4867867509917626,-0.13870975370542304,0.3525965533603977
2134,photo,23,5,1,23,0,0,0,0,0,1,2,-0.49459907975756273,-0.1684492423770284,0.36199566810876405
2135,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
2136,photo,17,8,0,17,0,0,0,0,0,1,2,-0.49942558351229976,-0.18062473489174694,0.36421949029527645
2137,photo,30,0,0,30,0,0,0,0,0,1,2,-0.4931304659528523,-0.15160487341948684,0.36004367849248003
2138,photo,18,13,0,18,0,0,0,0,0,1,2,-0.4977819638715828,-0.1794642660620688,0.3618579588997275
2139,photo,30,9,0,30,0,0,0,0,0,1,2,-0.4912722818442377,-0.15332273506576063,0.35677358442324647
2140,photo,26,7,0,26,0,0,0,0,0,1,2,-0.4941303921898767,-0.16140033367702117,0.3596795218669747
2141,photo,16,9,0,16,0,0,0,0,0,1,2,-0.4998304137472737,-0.18293044481894105,0.36440095897800295
2142,photo,47,5,0,47,0,0,0,0,0,1,2,-0.48170612413723674,-0.11660702201474532,0.34896514760578096
2143,photo,16,7,0,16,0,0,0,0,0,1,2,-0.5002433435491881,-0.18254869778643573,0.36512764654894364
2144,photo,13,9,1,13,0,0,0,0,0,1,2,-0.49988617151304554,-0.19036110055145347,0.3659904176488514
2145,photo,32,13,1,32,0,0,0,0,0,1,2,-0.4874457043265251,-0.15094270280857638,0.3541856056112286
2146,photo,21,11,0,21,0,0,0,0,0,1,2,-0.4963610082657037,-0.172738009796739,0.3609502090660776
2147,photo,24,8,0,24,0,0,0,0,0,1,2,-0.4951465175607818,-0.1658208800151567,0.3604058030178981
2148,photo,22,4,0,22,0,0,0,0,0,1,2,-0.4971949674364727,-0.16928705877202913,0.36294880309617367
2149,photo,14,2,0,14,0,0,0,0,0,1,2,-0.5024982583258364,-0.18582400302705532,0.36803399041268947
2150,photo,24,12,3,24,0,0,0,0,0,1,2,-0.4889862750308881,-0.1698428135792316,0.3588174916747895
2151,photo,24,1,0,24,0,0,0,0,0,1,2,-0.4965917718674819,-0.16448476540138818,0.36294920951619103
2152,photo,18,20,0,18,0,0,0,0,0,1,2,-0.4963367095648827,-0.1808003806758373,0.3593145524014344
2153,photo,14,2,0,14,0,0,0,0,0,1,2,-0.5024982583258364,-0.18582400302705532,0.36803399041268947
2154,photo,17,4,0,17,0,0,0,0,0,1,2,-0.5002514431161286,-0.17986124082673638,0.36567286543715816
2155,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2156,photo,16,0,0,16,0,0,0,0,0,1,2,-0.5016885978558883,-0.18121258317266728,0.36767105304723663
2157,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2158,photo,11,1,0,11,0,0,0,0,0,1,2,-0.504538608634587,-0.1919776387436272,0.37003177160275064
2159,photo,15,0,1,15,0,0,0,0,0,1,2,-0.5005217653497979,-0.18441356608329668,0.36817088678169113
2160,photo,15,1,0,15,0,0,0,0,0,1,2,-0.5020934280908622,-0.18351829309986137,0.3678525217299631
2161,photo,16,8,0,16,0,0,0,0,0,1,2,-0.500036878648231,-0.18273957130268836,0.3647643027634732
2162,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2163,photo,17,0,0,17,0,0,0,0,0,1,2,-0.5010773027199571,-0.1790977467617258,0.36712624057903964
2164,photo,0,0,1,0,0,0,0,0,0,1,2,-0.5096911923887649,-0.21613611224741866,0.3763430738046445
2165,photo,32,2,0,32,0,0,0,0,0,1,2,-0.49149494587907566,-0.1477569476301092,0.35822736598514543
2166,photo,29,7,5,29,0,0,0,0,0,1,2,-0.4834058685719747,-0.16048655694263733,0.35782019079367255
2167,photo,19,12,0,19,0,0,0,0,0,1,2,-0.49737713363660874,-0.1771585561348746,0.36167649021700093
2168,photo,49,5,0,49,0,0,0,0,0,1,2,-0.4804835338653748,-0.11237734919286238,0.3478755226693871
2169,photo,62,25,1,62,0,0,0,0,0,1,2,-0.46662927143710475,-0.08978809267536457,0.3334811061396769
2170,photo,9,11,0,9,0,0,0,0,0,1,2,-0.5036965498968776,-0.1981160467280366,0.36748795868444023
2171,photo,33,7,0,33,0,0,0,0,0,1,2,-0.4898513262383587,-0.14659647880043097,0.3558658345895966
2172,photo,40,28,0,40,0,0,0,0,0,1,2,-0.48123649736674007,-0.1358009677651464,0.34442192781733955
2173,photo,46,31,0,46,0,0,0,0,0,1,2,-0.4769493318482816,-0.12368456984825565,0.3400630216517469
2174,photo,31,11,0,31,0,0,0,0,0,1,2,-0.4902480569063923,-0.15158964568732447,0.3555020843841087
2175,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2176,photo,40,17,0,40,0,0,0,0,0,1,2,-0.4835076112772689,-0.13370135908636732,0.3484187094575141
2177,photo,20,5,0,20,0,0,0,0,0,1,2,-0.49821109280737785,-0.17370760511016467,0.36367508424709694
2178,photo,32,9,1,32,0,0,0,0,0,1,2,-0.48827156393035387,-0.15017920874356586,0.35563898075311035
2179,photo,34,11,1,34,0,0,0,0,0,1,2,-0.48663604385657716,-0.1463312829541883,0.35382266824577574
2180,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2181,photo,16,10,2,16,0,0,0,0,0,1,2,-0.49606769356227315,-0.1852936113345699,0.36394765772504784
2182,photo,5,0,1,5,0,0,0,0,0,1,2,-0.5066347167091092,-0.20556193019271127,0.37361901146365994
2183,photo,21,0,0,21,0,0,0,0,0,1,2,-0.49863212217623254,-0.17063840111795997,0.3649469907062521
2184,photo,18,1,0,18,0,0,0,0,0,1,2,-0.5002595426830689,-0.17717378386703703,0.3662180843253724
2185,photo,14,6,0,14,0,0,0,0,0,1,2,-0.5016723987220076,-0.18658749709206596,0.36658061527080776
2186,photo,23,0,0,23,0,0,0,0,0,1,2,-0.4974095319043704,-0.16640872829607697,0.3638573657698582
2187,photo,20,22,0,20,0,0,0,0,0,1,2,-0.494701189491106,-0.1769524548864597,0.3574982398940999
2188,photo,24,24,0,24,0,0,0,0,0,1,2,-0.49184307914546704,-0.16887485627519916,0.3545923024503715
2189,photo,24,30,0,24,0,0,0,0,0,1,2,-0.49060428973972403,-0.17002009737271503,0.35241223973754904
2190,photo,19,25,0,19,0,0,0,0,0,1,2,-0.4946930899241657,-0.17963991184615913,0.3569530210058856
2191,photo,4,0,0,4,0,0,0,0,0,1,2,-0.5090241394870619,-0.20659062010396473,0.37420880266559936
2192,photo,35,7,0,35,0,0,0,0,0,1,2,-0.4886287359664965,-0.14236680597854806,0.35477620965320267
2193,photo,15,4,0,15,0,0,0,0,0,1,2,-0.5014740333879908,-0.1840909136486193,0.36676249037355185
2194,photo,16,2,0,16,0,0,0,0,0,1,2,-0.5012756680539739,-0.18159433020517254,0.3669443654762957
2195,photo,20,6,0,20,0,0,0,0,0,1,2,-0.4980046279064207,-0.17389847862641727,0.36331174046162656
2196,photo,15,18,0,15,0,0,0,0,0,1,2,-0.4985835247745905,-0.18676314287615636,0.361675677376966
2197,photo,23,4,0,23,0,0,0,0,0,1,2,-0.4965836723005416,-0.16717222236108759,0.3624039906279766
2198,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
2199,photo,16,4,0,16,0,0,0,0,0,1,2,-0.5008627382520595,-0.18197607723767784,0.36621767790535487
2200,photo,17,1,0,17,0,0,0,0,0,1,2,-0.5008708378189998,-0.17928862027797846,0.3667628967935693
2201,photo,15,11,0,15,0,0,0,0,0,1,2,-0.5000287790812906,-0.1854270282623878,0.3642190838752589
2202,photo,27,1,0,27,0,0,0,0,0,1,2,-0.4947578864596885,-0.15814025616856386,0.3613147721116004
2203,photo,25,6,0,25,0,0,0,0,0,1,2,-0.4949481522267649,-0.16332429657170996,0.360587678120642
2204,photo,24,8,0,24,0,0,0,0,0,1,2,-0.4951465175607818,-0.1658208800151567,0.3604058030178981
2205,photo,14,0,1,14,0,0,0,0,0,1,2,-0.5011330604857289,-0.18652840249423816,0.368715699249888
2206,photo,22,3,0,22,0,0,0,0,0,1,2,-0.4974014323374299,-0.1690961852557764,0.3633121468816439
2207,photo,15,3,0,15,0,0,0,0,0,1,2,-0.5016804982889479,-0.18390004013236655,0.36712583415902217
2208,photo,34,44,0,34,0,0,0,0,0,1,2,-0.4816008297670122,-0.1515439624908376,0.34187730205899436
2209,photo,14,3,9,14,0,0,0,0,0,1,2,-0.4862886446466838,-0.19579019504050102,0.3672658380235381
2210,photo,18,2,0,18,0,0,0,0,0,1,2,-0.5000530777821116,-0.1773646573832896,0.3658547405399019
2211,photo,13,3,0,13,0,0,0,0,0,1,2,-0.5029030885608102,-0.18812971295424952,0.3682154590954162
2212,photo,14,1,0,14,0,0,0,0,0,1,2,-0.5027047232267934,-0.18563312951080269,0.36839733419815995
2213,photo,30,0,1,30,0,0,0,0,0,1,2,-0.4913523383108304,-0.1526910199191749,0.3599986997587378
2214,photo,30,8,0,30,0,0,0,0,0,1,2,-0.49147874674519487,-0.153131861549508,0.35713692820871673
2215,photo,18,3,0,18,0,0,0,0,0,1,2,-0.49984661288115445,-0.17755553089954224,0.3654913967544316
2216,photo,24,2,0,24,0,0,0,0,0,1,2,-0.4963853069665247,-0.16467563891764078,0.36258586573072077
2217,photo,21,0,0,21,0,0,0,0,0,1,2,-0.49863212217623254,-0.17063840111795997,0.3649469907062521
2218,photo,8,16,0,8,0,0,0,0,0,1,2,-0.5032755205280227,-0.20118525072024138,0.3662160522252852
2219,photo,23,3,0,23,0,0,0,0,0,1,2,-0.49679013720149884,-0.16698134884483495,0.3627673344134471
2220,photo,27,2,0,27,0,0,0,0,0,1,2,-0.4945514215587314,-0.1583311296848165,0.3609514283261299
2221,photo,9,10,0,9,0,0,0,0,0,1,2,-0.5039030147978345,-0.1979251732117839,0.3678513024699107
2222,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2223,photo,22,1,0,22,0,0,0,0,0,1,2,-0.4978143621393443,-0.16871443822327115,0.36403883445258484
2224,photo,18,6,0,18,0,0,0,0,0,1,2,-0.4992272181782832,-0.17812815144830013,0.3644013653980203
2225,photo,17,6,0,17,0,0,0,0,0,1,2,-0.49983851331421414,-0.18024298785924162,0.3649461778662172
2226,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
2227,photo,16,2,0,16,0,0,0,0,0,1,2,-0.5012756680539739,-0.18159433020517254,0.3669443654762957
2228,photo,16,0,0,16,0,0,0,0,0,1,2,-0.5016885978558883,-0.18121258317266728,0.36767105304723663
2229,photo,13,2,2,13,0,0,0,0,0,1,2,-0.4995532981777241,-0.19011113243737318,0.3684888454134018
2230,photo,19,3,0,19,0,0,0,0,0,1,2,-0.49923531774522334,-0.17544069448860075,0.36494658428623467
2231,photo,2,0,0,2,0,0,0,0,0,1,2,-0.5102467297589244,-0.2108202929258476,0.3752984276019931
2232,photo,17,1,0,17,0,0,0,0,0,1,2,-0.5008708378189998,-0.17928862027797846,0.3667628967935693
2233,photo,14,1,0,14,0,0,0,0,0,1,2,-0.5027047232267934,-0.18563312951080269,0.36839733419815995
2234,photo,2,0,0,2,0,0,0,0,0,1,2,-0.5102467297589244,-0.2108202929258476,0.3752984276019931
2235,photo,13,2,0,13,0,0,0,0,0,1,2,-0.5031095534617674,-0.18793883943799689,0.3685788028808864
2236,photo,1,0,0,1,0,0,0,0,0,1,2,-0.5108580248948554,-0.21293512933678907,0.3758432400701901
2237,photo,18,3,0,18,0,0,0,0,0,1,2,-0.49984661288115445,-0.17755553089954224,0.3654913967544316
2238,photo,23,7,0,23,0,0,0,0,0,1,2,-0.49596427759767003,-0.1677448429098455,0.3613139592715654
2239,photo,17,1,0,17,0,0,0,0,0,1,2,-0.5008708378189998,-0.17928862027797846,0.3667628967935693
2240,photo,17,6,0,17,0,0,0,0,0,1,2,-0.49983851331421414,-0.18024298785924162,0.3649461778662172
2241,photo,14,1,0,14,0,0,0,0,0,1,2,-0.5027047232267934,-0.18563312951080269,0.36839733419815995
2242,photo,1,0,1,1,0,0,0,0,0,1,2,-0.5090798972528339,-0.21402127583647718,0.37579826133644767
2243,photo,10,1,0,10,0,0,0,0,0,1,2,-0.505149903770518,-0.19409247515456857,0.37057658407094746
2244,photo,13,12,0,13,0,0,0,0,0,1,2,-0.5010449044521957,-0.18984757460052337,0.36494536502618224
2245,photo,35,25,0,35,0,0,0,0,0,1,2,-0.48491236774926716,-0.14580252927109577,0.3482360215147353
2246,photo,4,0,0,4,0,0,0,0,0,1,2,-0.5090241394870619,-0.20659062010396473,0.37420880266559936
2247,photo,15,12,0,15,0,0,0,0,0,1,2,-0.49982231418033357,-0.1856179017786405,0.3638557400897885
2248,photo,11,6,0,11,0,0,0,0,0,1,2,-0.5035062841298009,-0.19293200632489044,0.36821505267539867
2249,photo,8,15,0,8,0,0,0,0,0,1,2,-0.50348198542898,-0.20099437720398858,0.3665793960107555
2250,photo,11,3,0,11,0,0,0,0,0,1,2,-0.5041256788326725,-0.1923593857761324,0.3693050840318098
2251,photo,22,6,0,22,0,0,0,0,0,1,2,-0.49678203763455847,-0.16966880580453433,0.36222211552523276
2252,photo,10,6,0,10,0,0,0,0,0,1,2,-0.5041175792657321,-0.19504684273583187,0.3687598651435955
2253,photo,11,6,0,11,0,0,0,0,0,1,2,-0.5035062841298009,-0.19293200632489044,0.36821505267539867
2254,photo,14,23,0,14,0,0,0,0,0,1,2,-0.4981624954057356,-0.18983234686836106,0.36040377091781084
2255,photo,21,5,0,21,0,0,0,0,0,1,2,-0.4975997976714468,-0.17159276869922319,0.3631302717789
2256,photo,26,4,0,26,0,0,0,0,0,1,2,-0.49474978689274823,-0.16082771312826322,0.3607695532233859
2257,photo,25,9,1,25,0,0,0,0,0,1,2,-0.4925506298818717,-0.16498306362015602,0.3594526680304885
2258,photo,10,11,0,10,0,0,0,0,0,1,2,-0.5030852547609463,-0.19600121031709508,0.3669431462162433
2259,photo,11,2,0,11,0,0,0,0,0,1,2,-0.5043321437336297,-0.19216851225987983,0.3696684278172802
2260,photo,22,7,0,22,0,0,0,0,0,1,2,-0.4965755727336012,-0.16985967932078708,0.36185877173976233
2261,photo,11,1,1,11,0,0,0,0,0,1,2,-0.5027604809925652,-0.19306378524331524,0.3699867928690084
2262,photo,14,2,1,14,0,0,0,0,0,1,2,-0.5007201306838145,-0.18691014952674345,0.36798901167894715
2263,photo,33,17,0,33,0,0,0,0,0,1,2,-0.48778667722878694,-0.14850521396295752,0.35223239673489243
2264,photo,19,7,0,19,0,0,0,0,0,1,2,-0.4984094581413947,-0.17620418855361134,0.36349320914435307
2265,photo,27,2,0,27,0,0,0,0,0,1,2,-0.4945514215587314,-0.1583311296848165,0.3609514283261299
2266,photo,20,16,0,20,0,0,0,0,0,1,2,-0.495939978896849,-0.1758072137889438,0.35967830260692235
2267,photo,27,13,0,27,0,0,0,0,0,1,2,-0.4922803076482026,-0.16043073836359564,0.3569546466859554
2268,photo,19,18,0,19,0,0,0,0,0,1,2,-0.4961383442308658,-0.1783037972323905,0.35949642750417843
2269,photo,10,9,0,10,0,0,0,0,0,1,2,-0.5034981845628608,-0.1956194632845897,0.36766983378718415
2270,photo,27,18,1,27,0,0,0,0,0,1,2,-0.48946985550139505,-0.16247125244454697,0.355092949024861
2271,photo,87,28,0,87,0,0,0,0,0,1,2,-0.45250562597797617,-0.03640365645089794,0.3188157418120856
2272,photo,24,7,0,24,0,0,0,0,0,1,2,-0.4953529824617389,-0.1656300064989041,0.3607691468033685
2273,photo,16,4,0,16,0,0,0,0,0,1,2,-0.5008627382520595,-0.18197607723767784,0.36621767790535487
2274,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2275,photo,16,5,0,16,0,0,0,0,0,1,2,-0.5006562733511024,-0.1821669507539305,0.3658543341198845
2276,photo,21,8,0,21,0,0,0,0,0,1,2,-0.49698040296857526,-0.17216538924798108,0.36204024042248883
2277,photo,28,1,1,28,0,0,0,0,0,1,2,-0.4923684636817357,-0.15711156625731051,0.36072498090966126
2278,photo,20,0,0,20,0,0,0,0,0,1,2,-0.49924341731216365,-0.17275323752890145,0.36549180317444907
2279,photo,15,3,0,15,0,0,0,0,0,1,2,-0.5016804982889479,-0.18390004013236655,0.36712583415902217
2280,photo,36,5,0,36,0,0,0,0,0,1,2,-0.48843037063247946,-0.13987022253510134,0.3549580847559466
2281,photo,23,0,0,23,0,0,0,0,0,1,2,-0.4974095319043704,-0.16640872829607697,0.3638573657698582
2282,photo,31,12,0,31,0,0,0,0,0,1,2,-0.4900415920054352,-0.15178051920357707,0.3551387405986382
2283,photo,19,0,0,19,0,0,0,0,0,1,2,-0.49985471244809493,-0.1748680739398428,0.36603661564264584
2284,photo,16,4,0,16,0,0,0,0,0,1,2,-0.5008627382520595,-0.18197607723767784,0.36621767790535487
2285,photo,30,11,0,30,0,0,0,0,0,1,2,-0.49085935204232356,-0.15370448209826587,0.35604689685230545
2286,photo,22,2,0,22,0,0,0,0,0,1,2,-0.49760789723838716,-0.16890531173952378,0.3636754906671144
2287,photo,14,1,2,14,0,0,0,0,0,1,2,-0.49914846794275003,-0.18780542251017898,0.3683073767306753
2288,photo,11,7,0,11,0,0,0,0,0,1,2,-0.5032998192288437,-0.193122879841143,0.3678517088899282
2289,photo,21,4,0,21,0,0,0,0,0,1,2,-0.4978062625724038,-0.17140189518297055,0.3634936155643706
2290,photo,30,12,0,30,0,0,0,0,0,1,2,-0.4906528871413663,-0.15389535561451856,0.35568355306683513
2291,photo,37,13,0,37,0,0,0,0,0,1,2,-0.4861673562888911,-0.13928237425418105,0.35150652200398647
2292,photo,10,5,0,10,0,0,0,0,0,1,2,-0.5043240441666892,-0.19485596921957915,0.3691232089290659
2293,photo,21,6,0,21,0,0,0,0,0,1,2,-0.4973933327704896,-0.17178364221547585,0.3627669279934296
2294,photo,15,1,0,15,0,0,0,0,0,1,2,-0.5020934280908622,-0.18351829309986137,0.3678525217299631
2295,photo,19,3,0,19,0,0,0,0,0,1,2,-0.49923531774522334,-0.17544069448860075,0.36494658428623467
2296,photo,14,1,0,14,0,0,0,0,0,1,2,-0.5027047232267934,-0.18563312951080269,0.36839733419815995
2297,photo,14,8,0,14,0,0,0,0,0,1,2,-0.5012594689200932,-0.18696924412457125,0.36585392769986697
2298,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2299,photo,14,12,0,14,0,0,0,0,0,1,2,-0.5004336093162645,-0.18773273818958186,0.3644005525579855
2300,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2301,photo,16,0,0,16,0,0,0,0,0,1,2,-0.5016885978558883,-0.18121258317266728,0.36767105304723663
2302,photo,20,3,0,20,0,0,0,0,0,1,2,-0.49862402260929223,-0.1733258580776593,0.36440177181803773
2303,photo,30,10,0,30,0,0,0,0,0,1,2,-0.4910658169432806,-0.15351360858201327,0.3564102406377758
2304,photo,14,8,0,14,0,0,0,0,0,1,2,-0.5012594689200932,-0.18696924412457125,0.36585392769986697
2305,photo,35,10,0,35,0,0,0,0,0,1,2,-0.48800934126362483,-0.14293942652730598,0.3536861782967915
2306,photo,21,4,0,21,0,0,0,0,0,1,2,-0.4978062625724038,-0.17140189518297055,0.3634936155643706
2307,photo,20,7,0,20,0,0,0,0,0,1,2,-0.4977981630054636,-0.17408935214266996,0.3629483966761562
2308,photo,22,10,13,22,0,0,0,0,0,1,2,-0.4728405186844476,-0.18455220436549036,0.36018401684470086
2309,photo,32,14,0,32,0,0,0,0,0,1,2,-0.4890173670675897,-0.15004742982514097,0.35386724055950053
2310,photo,12,6,0,12,0,0,0,0,0,1,2,-0.5028949889938699,-0.19081716991394893,0.3676702402072017
2311,photo,11,6,0,11,0,0,0,0,0,1,2,-0.5035062841298009,-0.19293200632489044,0.36821505267539867
2312,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2313,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
